# unassigned_PDBID  line_TMscore_max  TMscore_max  corresponding_PDBID  corresponding_SCOPID  topology  topology_string
2I89_A  357   0.87805  1CXY_A  d1cxya_  1-5-2    +B+0.-A+0.+B-3.-B-2.+C+0.+B-4.-C+1.+B-1.
2IAY_A  238   0.53151  1BXY_A  d1bxya_  0-3-2    +B+0.-A+0.-B-1.+A+1.-B+1.
2IBJ_A  357   0.87856  1CXY_A  d1cxya_  1-5-2    +B+0.-A+0.+B-3.-B-2.+C+0.+B-4.-C+1.+B-1.
2IC6_A  819   0.59927  1FXK_A  d1fxka_  0-2-2    -C+0.+B+0.-B+1.+C+1.
2IC9_A  1173  0.50347  1HYW_A  d1hywa_  0-2-2    -C+0.+B+0.-B+1.+C+1.
2ICC_A  2165  0.8114   1NEU_A  d1neua_  0-4+5-0  +E+0.-E-1.+B+0.-B-1.+B-2.-E-3.+E-2.-B+1.+B+2.
2ICP_A  3682  0.72871  1UTX_A  d1utxa_  0-2-2    +B+0.-C+0.+C-1.+B-1.
2ICT_A  3682  0.71197  1UTX_A  d1utxa_  0-2-2    +B+0.-C+0.+C-1.+B-1.
2IDQ_A  3131  0.98861  1SFD_A  d1sfda_  0-5+5-0  +E+0.+E-3.-E-4.-B+0.+E-2.-B+3.+B+4.-E-1.+B+2.-B+1.
2IDS_A  3131  0.98816  1SFD_A  d1sfda_  0-5+5-0  +E+0.+E-3.-E-4.-B+0.+E-2.-B+3.+B+4.-E-1.+B+2.-B+1.
2IDT_A  3131  0.96257  1SFD_A  d1sfda_  0-5+5-0  +E+0.+E-3.-E-4.-B+0.+E-2.-B+3.+B+4.-E-1.+B+2.-B+1.
2IDU_A  3131  0.96921  1SFD_A  d1sfda_  0-5+5-0  +E+0.+E-3.-E-4.-B+0.+E-2.-B+3.+B+4.-E-1.+B+2.-B+1.
2IFM_A  3284  0.4477   1T3U_A  d1t3ua_  0-2-2    +B+0.-B+1.+C+0.-C+1.
2IFN_A  3284  0.43965  1T3U_A  d1t3ua_  0-2-2    +B+0.-B+1.+C+0.-C+1.
2IFQ_B  5620  0.98703  2IFQ_A  d2ifqa1  1-5-2    +B+0.-A+0.+B-2.-C+0.+B-1.-B-3.+B-4.-C-1.
2IGP_A  4125  0.50484  1WHZ_A  d1whza_  0-3-2    -C+0.+B+0.-B-1.+B-2.-C-1.
2IIY_A  5620  0.98287  2IFQ_A  d2ifqa1  1-5-2    +B+0.-A+0.+B-2.-C+0.+B-1.-B-3.+B-4.-C-1.
2IL4_A  4389  0.92798  1XMT_A  d1xmta_  0-5-2    +B+0.-B-1.+B-2.-B-3.+C+0.-B-4.+C-1.
2IP6_A  2739  0.48546  1Q8B_A  d1q8ba_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
2IUG_A  2245  0.85973  1NRV_A  d1nrva_  1-4-1    +B+0.-C+0.+B+1.-B+2.+B+3.-A+0.
2IVW_A  1740  0.51356  1KQ1_A  d1kq1a_  0-3+3-0  +B+0.-B-1.+E+0.-E-1.+E-2.-B+1.
2IWN_A  2753  0.82276  1QAV_A  d1qava_  0-2+4-0  +B+0.-E+0.+E+1.+B-2.-B-3.-B-1.
2IWO_A  5271  0.84415  2F5Y_A  d2f5ya1  0-4+4-0  +B+0.-E+0.-E-1.-E+1.+E+2.+B-2.-B-3.-B-1.
2J48_A  1996  0.75512  1MB3_A  d1mb3a_  2-5-3    +B+0.-A+0.+B-1.-C+0.+B+1.-C+1.+B+2.-C+2.+B+3.-A+1.
2J52_A  5621  0.8053   2IGD_A  d2igda_  0-4-1    +B+0.-B-1.+A+0.-B+2.+B+1.
2J53_A  5621  0.80944  2IGD_A  d2igda_  0-4-1    +B+0.-B-1.+A+0.-B+2.+B+1.
2J5A_A  1885  0.88336  1LOU_A  d1loua_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
2J5O_A  3138  0.6893   1SFU_A  d1sfua_  1-3-1    -A+0.+B+0.-C+0.-B-2.+B-1.
2J5P_A  3138  0.68266  1SFU_A  d1sfua_  1-3-1    -A+0.+B+0.-C+0.-B-2.+B-1.
2J5Y_A  900   0.44533  1GCC_A  d1gcca_  0-3-1    +B+0.-B-1.+B-2.-C+0.
2J6D_A  1759  0.72595  1KTH_A  d1ktha_  1-3-1    +B+0.-B-1.+A+0.-B+1.+C+0.
2J6K_A  3475  0.86055  1U06_A  d1u06a1  0-7      +B+0.-E+0.-B-4.+B-1.-B-2.+B-3.+E+1.
2J76_E  2219  0.63456  1NO8_A  d1no8a_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
2J8B_A  290   0.87308  1CDQ_A  d1cdqa_  0-2+3-1  +E+0.-E+1.+B+0.-B+1.+C+0.-B-1.
2J8I_A  5262  0.66668  2F3L_A  d2f3la1  0-4-3    +B+0.+B+1.-C+0.+B+2.-C+1.+B+3.-C+2.
2J8P_A  900   0.38461  1GCC_A  d1gcca_  0-3-1    +B+0.-B-1.+B-2.-C+0.
2J9V_A  1173  0.5136   1HYW_A  d1hywa_  0-2-2    -C+0.+B+0.-B+1.+C+1.
2J9W_A  1173  0.52714  1HYW_A  d1hywa_  0-2-2    -C+0.+B+0.-B+1.+C+1.
2JA4_A  239   0.64309  1BY2_A  d1by2a_  0-5-1    +B+0.-B+1.+C+0.-B-2.-B+2.+B-1.
2JAC_A  1757  0.83482  1KTE_A  d1ktea_  2-4-2    -C+0.+B+0.-A+0.+B-1.+C+1.-B+1.+B+2.-A+1.
2JGW_A  1091  0.57269  1HCC_A  d1hcca_  0-2+3-0  +E+0.-E-1.+B+0.+B+2.-B+1.
2JGX_A  1091  0.58361  1HCC_A  d1hcca_  0-2+3-0  +E+0.-E-1.+B+0.+B+2.-B+1.
2JIA_A  3557  0.97759  1UCS_A  d1ucsa_  0-2+3-0  +B+0.-E+0.+B+1.-B-1.+E-1.
2JIK_A  5312  0.93974  2FE5_A  d2fe5a1  0-2+5-1  +E+0.-B+0.+B+1.+B-1.+B+2.-B+3.+C+0.-E+1.
2JIL_A  2753  0.8642   1QAV_A  d1qava_  0-2+4-0  +B+0.-E+0.+E+1.+B-2.-B-3.-B-1.
2JIN_A  5312  0.88789  2FE5_A  d2fe5a1  0-2+5-1  +E+0.-B+0.+B+1.+B-1.+B+2.-B+3.+C+0.-E+1.
2JK7_A  5596  0.95416  2I3H_A  d2i3ha1  0-3-2    -C+0.+B+0.-B-1.+B-2.-C-1.
2JKH_L  5018  0.84538  2BZ6_L  d2bz6l1  0-4-0    +B+0.-B+1.+B+2.-B+3.
2JMB_A  5249  0.51391  2F09_A  d2f09a1  0-8      +E+0.-B+0.-B-1.+B-2.-B-3.+B-4.+E-1.-E-2.
2JML_A  2966  0.55857  1RH6_A  d1rh6a_  0-3-2    +B+0.-C+0.+C+1.+B+2.-B+1.
2JMW_A  82    0.51697  1AOY_A  d1aoya_  0-3-1    +C+0.+B+0.-B+1.+B-1.
2JN4_A  5493  0.4311   2GQV_A  d2gqva1  0-3+3-0  +B+0.-B-1.+E+0.-E-1.+E-2.-B+1.
2JOQ_A  734   0.69837  1FE0_A  d1fe0a_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
2JQ4_A  3693  0.47903  1UV7_A  d1uv7a_  0-2-2    +C+0.-C+1.+B+0.-B+1.
2JQP_A  5537  0.65013  2H8U_A  d2h8ua1  0-2+3-0  +E+0.-E+1.+B+0.-B+1.-B-1.
2JR1_A  2575  0.41258  1PCF_A  d1pcfa_  0-2+4-1  +B+0.-B+1.+B+2.-E+0.+E+1.-B+3.+C+0.
2JR5_A  1875  0.41133  1LM8_C  d1lm8c_  1-3-2    +B+0.-B-1.-C+0.+B+1.-A+0.-A+1.
2JR6_A  1236  0.41797  1ICF_I  d1icfi_  0-3+2-1  -A+0.+E+0.-E+1.-B+0.+B+1.-B+2.
2JRM_A  3138  0.43266  1SFU_A  d1sfua_  1-3-1    -A+0.+B+0.-C+0.-B-2.+B-1.
2JRO_A  4963  0.4134   2BKY_X  d2bkyx1  0-4-2    +B+0.-C+0.+B+1.-C+1.+B+3.-B+2.
2JSF_A  3089  0.6112   1S6N_A  d1s6na_  0-4+4-0  +B+0.-B+1.+E+0.-B+3.-E+1.+B+2.-E-1.+E-2.
2JSO_A  101   0.57615  1AUU_A  d1auua_  0-4-0    +B+0.-B-1.+B-2.-B-3.
2JT1_A  3138  0.70667  1SFU_A  d1sfua_  1-3-1    -A+0.+B+0.-C+0.-B-2.+B-1.
2JTV_A  4388  0.53669  1XMK_A  d1xmka1  1-3-2    +C+0.+B+0.+A+0.+B-2.-B-1.+C-1.
2JU4_A  2023  0.30736  1MJ4_A  d1mj4a_  0-5-2    +B+0.+B-3.-B-2.+C+0.+B-4.-C+1.+B-1.
2JVA_A  1362  0.59107  1J26_A  d1j26a_  0-4-2    +B+0.-B-1.+C+0.-B-3.+B-2.-C+1.
2JVE_A  740   0.7338   1FF4_A  d1ff4a_  0-4-0    +B+0.+B+2.-B+1.-B+3.
2JVG_A  82    0.44428  1AOY_A  d1aoya_  0-3-1    +C+0.+B+0.-B+1.+B-1.
2JVH_A  2066  0.43587  1MSZ_A  d1msza_  0-3-2    -C+0.+B+0.-C+1.+B+2.-B+1.
2JVU_A  3344  0.51417  1TEN_A  d1tena_  0-3+4-0  +E+0.-E-1.+B+0.-B-1.+E-2.-B+1.+B+2.
2JVW_A  3682  0.54295  1UTX_A  d1utxa_  0-2-2    +B+0.-C+0.+C-1.+B-1.
2JW6_A  2656  0.40054  1PTQ_A  d1ptqa_  0-3-1    +B+0.-B+1.+B+2.-A+0.
2JWG_A  449   0.43655  1DL0_A  d1dl0a_  0-2+3-0  +E+0.-B+0.+E+1.-B+2.+B+1.
2JWH_A  449   0.36873  1DL0_A  d1dl0a_  0-2+3-0  +E+0.-B+0.+E+1.-B+2.+B+1.
2JX9_A  5053  0.48585  2CC6_A  d2cc6a1  0-3-1    +B+0.-C+0.+B+2.-B+1.
2JXA_A  5359  0.48153  2FNB_A  d2fnba_  0-3+4-0  +E+0.-E-1.+B+0.-B-1.+E-2.-B+1.+B+2.
2JXT_A  5621  0.5241   2IGD_A  d2igda_  0-4-1    +B+0.-B-1.+A+0.-B+2.+B+1.
2JYA_A  5621  0.47799  2IGD_A  d2igda_  0-4-1    +B+0.-B-1.+A+0.-B+2.+B+1.
2JZ2_A  5493  0.69652  2GQV_A  d2gqva1  0-3+3-0  +B+0.-B-1.+E+0.-E-1.+E-2.-B+1.
2K02_A  4131  0.5548   1WI9_A  d1wi9a_  0-3-2    -C+0.+B+0.-C+1.+B+2.-B+1.
2K0X_A  3693  0.49642  1UV7_A  d1uv7a_  0-2-2    +C+0.-C+1.+B+0.-B+1.
2K0Z_A  945   0.72984  1GMX_A  d1gmxa_  2-5-3    +B+0.-A+0.+B-3.-A-2.+B-4.-C+0.+B-2.-C+1.+B-1.-A-1.
2K1H_A  5322  0.66394  2FFM_A  d2ffma1  0-5-2    +B+0.-B-1.+B-4.+C+0.-B-3.+B-2.-C+1.
2K2P_A  734   0.7785   1FE0_A  d1fe0a_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
2K3I_A  3669  0.65374  1USM_A  d1usma_  0-4-2    +B+0.-B-1.+C+0.-B-3.+B-2.-C+1.
2K49_A  4215  0.55757  1WV8_A  d1wv8a1  0-3-1    +B+0.-B-1.+B-2.-C+0.
2K4J_A  1015  0.55612  1GXQ_A  d1gxqa_  0-3-1    +B+0.-C+0.+B+2.-B+1.
2K5N_A  276   0.78367  1C9O_A  d1c9oa_  0-4+4-0  +E+0.-B+0.+B-1.-B-2.+E+3.+B+1.-E+1.+E+2.
2K9G_A  3475  0.86203  1U06_A  d1u06a1  0-7      +B+0.-E+0.-B-4.+B-1.-B-2.+B-3.+E+1.
2K9P_A  819   0.45247  1FXK_A  d1fxka_  0-2-2    -C+0.+B+0.-B+1.+C+1.
2K9Z_A  2331  0.93326  1O5U_A  d1o5ua_  0-4+5-1  +E+0.+A+0.+E-4.-B+0.+E-2.-B+2.+B+3.-E-1.+B+1.-E-3.
2KAF_A  4125  0.45563  1WHZ_A  d1whza_  0-3-2    -C+0.+B+0.-B-1.+B-2.-C-1.
2KAJ_A  363   0.90561  1CZP_A  d1czpa_  0-5-1    +B+0.-B+1.+C+0.-B-2.+B-3.+B-1.
2KAW_A  5250  0.80607  2F0A_A  d2f0aa1  0-4-1    +B+0.+B-2.-B-3.+A+0.-B-1.
2KCA_A  3350  0.47686  1TFI_A  d1tfia_  0-4-0    +B+0.-B-1.+B-2.-B-3.
2KCJ_A  727   0.73334  1FAO_A  d1faoa_  0-5-1    +B+0.-B-1.-B+3.+B+2.-B+1.+A+0.
2KCL_A  183   0.46122  1BHP_A  d1bhpa_  0-2-2    +B+0.-A+0.+A+1.-B+1.
2KCM_A  276   0.71579  1C9O_A  d1c9oa_  0-4+4-0  +E+0.-B+0.+B-1.-B-2.+E+3.+B+1.-E+1.+E+2.
2KDB_A  5293  0.78409  2FAZ_A  d2faza1  0-5-2    +B+0.-B-1.+A+0.-B+2.+B+3.-A+1.+B+1.
2KDN_A  4113  0.56141  1WH9_A  d1wh9a_  0-2-2    +C+0.+B+0.-C+1.+B+1.
2KDS_A  5493  0.6011   2GQV_A  d2gqva1  0-3+3-0  +B+0.-B-1.+E+0.-E-1.+E-2.-B+1.
2KE0_A  196   0.7705   1BKF_A  d1bkfa_  0-5-1    +B+0.-B-3.+B-4.+C+0.-B-1.+B-2.
2KEO_A  357   0.55898  1CXY_A  d1cxya_  1-5-2    +B+0.-A+0.+B-3.-B-2.+C+0.+B-4.-C+1.+B-1.
2KEY_A  183   0.50643  1BHP_A  d1bhpa_  0-2-2    +B+0.-A+0.+A+1.-B+1.
2KGO_A  154   0.36112  1B8Z_A  d1b8za_  0-3-1    -C+0.+B+0.-B+1.+B+2.
2KGQ_A  2113  0.58269  1N4N_A  d1n4na_  0-3-1    +B+0.-C+0.+B+2.-B+1.
2KHL_A  5621  0.49687  2IGD_A  d2igda_  0-4-1    +B+0.-B-1.+A+0.-B+2.+B+1.
2KHP_A  1071  0.74429  1H75_A  d1h75a_  1-4-2    +B+0.-C+0.+B+1.+A+0.-B-1.+B-2.-C-1.
2KHX_A  436   0.60022  1DI2_A  d1di2a_  0-3-2    -C+0.+B+0.-B-1.+B-2.-C-1.
2KIC_A  2465  0.4533   1OPD_A  d1opda_  0-4-3    +B+0.-C+0.+B+2.-B+3.+C+1.-B+1.+C-1.
2KIU_A  4388  0.55484  1XMK_A  d1xmka1  1-3-2    +C+0.+B+0.+A+0.+B-2.-B-1.+C-1.
2KIZ_A  300   0.52443  1CHC_A  d1chca_  0-3-1    +B+0.-B+1.+C+0.-B-1.
2KJ5_A  2690  0.50204  1Q1H_A  d1q1ha_  1-3-1    +C+0.+B+0.-A+0.+B-2.-B-1.
2KJX_A  4740  0.43161  1ZUU_A  d1zuua1  0-2+5-0  +E+0.-B+0.+B-1.+B-4.-B-3.+B-2.-E-1.
2KK2_A  5114  0.4143   2CS7_A  d2cs7a1  0-2+3-0  +E+0.-E-1.-B+0.+B-1.-B-2.
2KKX_A  5028  0.55101  2C2V_S  d2c2vs1  1-3-1    +B+0.-B+1.+C+0.-B-1.-A+0.
2KKY_A  5028  0.57084  2C2V_S  d2c2vs1  1-3-1    +B+0.-B+1.+C+0.-B-1.-A+0.
2KL1_A  5271  0.54303  2F5Y_A  d2f5ya1  0-4+4-0  +B+0.-E+0.-E-1.-E+1.+E+2.+B-2.-B-3.-B-1.
2KL5_A  563   0.5025   1ED7_A  d1ed7a_  0-2+3-0  +E+0.-B+0.+B+1.-E+1.-B+2.
2KL8_A  2724  0.65667  1Q5Y_A  d1q5ya_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
2KLA_A  2308  0.7422   1O13_A  d1o13a_  1-5-2    +B+0.-B-1.+B-2.-C+0.+B+1.-C+1.+B+2.-A+0.
2KLC_A  5293  0.80163  2FAZ_A  d2faza1  0-5-2    +B+0.-B-1.+A+0.-B+2.+B+3.-A+1.+B+1.
2KLX_A  1071  0.6324   1H75_A  d1h75a_  1-4-2    +B+0.-C+0.+B+1.+A+0.-B-1.+B-2.-C-1.
2KM6_A  734   0.52892  1FE0_A  d1fe0a_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
2KM7_A  341   0.44577  1CSE_I  d1csei_  0-4-1    +B+0.-C+0.+B+3.+B+2.-B+1.
2KMD_A  321   0.48213  1CMI_A  d1cmia_  0-4-2    +B+0.-C+0.+C-1.-B-3.-B-1.+B-2.
2KMO_A  2880  0.62948  1R0R_I  d1r0ri_  0-3-1    +B+0.-B-1.+A+0.-B+1.
2KMP_A  2880  0.54738  1R0R_I  d1r0ri_  0-3-1    +B+0.-B-1.+A+0.-B+1.
2KMQ_A  2880  0.49907  1R0R_I  d1r0ri_  0-3-1    +B+0.-B-1.+A+0.-B+1.
2KMR_A  3354  0.41925  1TGS_I  d1tgsi_  0-3-1    +B+0.-B+1.+C+0.-B-1.
2KMU_A  3591  0.43414  1UG8_A  d1ug8a_  0-3-2    -C+0.+B+0.-C+1.+B+2.-B+1.
2KMY_A  3682  0.42331  1UTX_A  d1utxa_  0-2-2    +B+0.-C+0.+C-1.+B-1.
2KN1_A  449   0.38104  1DL0_A  d1dl0a_  0-2+3-0  +E+0.-B+0.+E+1.-B+2.+B+1.
2KN9_A  5213  0.83926  2DSX_A  d2dsxa1  0-2+3-0  +B+0.-B-1.+E+0.-E-1.-B+1.
2KNA_A  5292  0.41937  2FA8_A  d2fa8a1  0-4-2    +B+0.-C+0.+B+1.-B-1.+B-2.-C-1.
2KND_A  1173  0.5183   1HYW_A  d1hywa_  0-2-2    -C+0.+B+0.-B+1.+C+1.
2KNI_A  449   0.61804  1DL0_A  d1dl0a_  0-2+3-0  +E+0.-B+0.+E+1.-B+2.+B+1.
2KNT_A  1759  0.99185  1KTH_A  d1ktha_  1-3-1    +B+0.-B-1.+A+0.-B+1.+C+0.
2KO6_A  154   0.46272  1B8Z_A  d1b8za_  0-3-1    -C+0.+B+0.-B+1.+B+2.
2KO7_A  196   0.83381  1BKF_A  d1bkfa_  0-5-1    +B+0.-B-3.+B-4.+C+0.-B-1.+B-2.
2KOK_A  3030  0.7182   1RW1_A  d1rw1a_  1-4-2    +B+0.-C+0.+B+1.+A+0.-B-1.+B-2.-C-1.
2KOL_A  5659  0.68227  2J7Z_A  d2j7za1  0-4-1    +B+0.-B-3.+B-2.-B-1.-C+0.
2KOX_A  5293  0.87407  2FAZ_A  d2faza1  0-5-2    +B+0.-B-1.+A+0.-B+2.+B+3.-A+1.+B+1.
2KP5_A  2228  0.83786  1NPS_A  d1npsa_  0-4+4-0  +E+0.-E+1.+B+0.-E-1.+B-2.-B-3.+E-2.-B-1.
2KP6_A  5338  0.42508  2FI0_A  d2fi0a1  0-2-2    +B+0.+C+0.-C+1.+B+1.
2KPN_A  936   0.56651  1GL4_B  d1gl4b_  0-3+4-0  +B+0.-B+1.+E+0.-B+3.+B+2.-E-1.+E-2.
2KPO_A  3916  0.66031  1VKR_A  d1vkra_  1-4-2    +B+0.-C+0.+B+1.+B-1.-A+0.+B-2.-C-1.
2KPU_A  101   0.47128  1AUU_A  d1auua_  0-4-0    +B+0.-B-1.+B-2.-B-3.
2KPY_A  2113  0.63448  1N4N_A  d1n4na_  0-3-1    +B+0.-C+0.+B+2.-B+1.
2KQ4_X  5621  0.84176  2IGD_A  d2igda_  0-4-1    +B+0.-B-1.+A+0.-B+2.+B+1.
2KQ9_A  1173  0.455    1HYW_A  d1hywa_  0-2-2    -C+0.+B+0.-B+1.+C+1.
2KQR_A  3138  0.4341   1SFU_A  d1sfua_  1-3-1    -A+0.+B+0.-C+0.-B-2.+B-1.
2KR1_A  2153  0.44073  1NCS_A  d1ncsa_  0-3-1    +B+0.-B+1.+B+2.-A+0.
2KR3_A  3475  0.92083  1U06_A  d1u06a1  0-7      +B+0.-E+0.-B-4.+B-1.-B-2.+B-3.+E+1.
2KRA_A  449   0.5412   1DL0_A  d1dl0a_  0-2+3-0  +E+0.-B+0.+E+1.-B+2.+B+1.
2KRE_A  5028  0.76927  2C2V_S  d2c2vs1  1-3-1    +B+0.-B+1.+C+0.-B-1.-A+0.
2KRH_A  2690  0.54104  1Q1H_A  d1q1ha_  1-3-1    +C+0.+B+0.-A+0.+B-2.-B-1.
2KRM_A  3475  0.8304   1U06_A  d1u06a1  0-7      +B+0.-E+0.-B-4.+B-1.-B-2.+B-3.+E+1.
2KRN_A  313   0.81987  1CKA_A  d1ckaa_  0-2+5-0  +B+0.-E+0.+E+1.-B-1.+B-2.-B-3.-B+1.
2KRO_A  3475  0.83074  1U06_A  d1u06a1  0-7      +B+0.-E+0.-B-4.+B-1.-B-2.+B-3.+E+1.
2KRU_A  3669  0.42758  1USM_A  d1usma_  0-4-2    +B+0.-B-1.+C+0.-B-3.+B-2.-C+1.
2KRX_A  3601  0.44433  1UHR_A  d1uhra_  0-3-2    +B+0.-B-1.+A+0.-A+1.-B+1.
2KSD_A  154   0.38081  1B8Z_A  d1b8za_  0-3-1    -C+0.+B+0.-B+1.+B+2.
2KSF_A  3059  0.51991  1S12_A  d1s12a_  0-5-0    +B+0.-B+1.-B+3.+B+2.+B-1.
2KSJ_A  5328  0.35922  2FGG_A  d2fgga1  0-3-1    +B+0.-B+1.+B+2.-A+0.
2KSK_A  2113  0.62266  1N4N_A  d1n4na_  0-3-1    +B+0.-C+0.+B+2.-B+1.
2KSL_A  4520  0.36776  1YDL_A  d1ydla1  0-3-2    +B+0.-C+0.+B+2.-B+1.+C-1.
2KSS_A  5493  0.66432  2GQV_A  d2gqva1  0-3+3-0  +B+0.-B-1.+E+0.-E-1.+E-2.-B+1.
2KSU_A  3682  0.42748  1UTX_A  d1utxa_  0-2-2    +B+0.-C+0.+C-1.+B-1.
2KSW_A  2788  0.48489  1QHK_A  d1qhka_  0-3-1    +B+0.-B-1.-B+1.+C+0.
2KT2_A  329   0.8052   1CPZ_A  d1cpza_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
2KT3_A  329   0.82665  1CPZ_A  d1cpza_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
2KTM_A  3494  0.466    1U2M_A  d1u2ma_  0-3-1    +B+0.-A+0.+B-1.+B+1.
2KTS_A  5249  0.53147  2F09_A  d2f09a1  0-8      +E+0.-B+0.-B-1.+B-2.-B-3.+B-4.+E-1.-E-2.
2KU3_A  3850  0.48492  1VFY_A  d1vfya_  0-3+2-1  +B+0.-B-2.+B-1.-E+0.+E+1.-A+0.
2KV2_A  922   0.49268  1GHH_A  d1ghha_  0-3-2    +B+0.-C+0.+B+1.-B-1.+C-1.
2KV4_A  5712  0.42768  2ODK_A  d2odka1  0-3-1    +B+0.-C+0.+B+1.-B+2.
2KV8_A  5271  0.8449   2F5Y_A  d2f5ya1  0-4+4-0  +B+0.-E+0.-E-1.-E+1.+E+2.+B-2.-B-3.-B-1.
2KVC_A  3138  0.56673  1SFU_A  d1sfua_  1-3-1    -A+0.+B+0.-C+0.-B-2.+B-1.
2KVE_A  2656  0.41192  1PTQ_A  d1ptqa_  0-3-1    +B+0.-B+1.+B+2.-A+0.
2KVI_A  1063  0.62313  1H6K_X  d1h6kx_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
2KVO_A  3196  0.55327  1SQR_A  d1sqra_  0-6      +B+0.-B-1.-E+0.+E+1.-E+2.-B+1.
2KVV_A  2966  0.57158  1RH6_A  d1rh6a_  0-3-2    +B+0.-C+0.+C+1.+B+2.-B+1.
2KW0_A  183   0.50375  1BHP_A  d1bhpa_  0-2-2    +B+0.-A+0.+A+1.-B+1.
2KW1_A  5249  0.50179  2F09_A  d2f09a1  0-8      +E+0.-B+0.-B-1.+B-2.-B-3.+B-4.+E-1.-E-2.
2KW2_A  3693  0.54222  1UV7_A  d1uv7a_  0-2-2    +C+0.-C+1.+B+0.-B+1.
2KWA_A  138   0.68619  1B4B_A  d1b4ba_  0-4-2    +B+0.-B-1.+C+0.-B-3.+B-2.-C+1.
2KWH_A  1173  0.39391  1HYW_A  d1hywa_  0-2-2    -C+0.+B+0.-B+1.+C+1.
2KWL_A  3138  0.42422  1SFU_A  d1sfua_  1-3-1    -A+0.+B+0.-C+0.-B-2.+B-1.
2KX0_A  5293  0.82695  2FAZ_A  d2faza1  0-5-2    +B+0.-B-1.+A+0.-B+2.+B+3.-A+1.+B+1.
2KX2_A  3196  0.54588  1SQR_A  d1sqra_  0-6      +B+0.-B-1.-E+0.+E+1.-E+2.-B+1.
2KX3_A  4171  0.51001  1WM3_A  d1wm3a_  0-5-1    +B+0.-B+1.+C+0.-B-2.+B-3.+B-1.
2KX4_A  1494  0.43446  1JJ2_R  d1jj2r_  1-4-1    +B+0.+C+0.-B+1.+A+0.-B+3.+B+2.
2KX7_A  1256  0.58733  1IIB_A  d1iiba_  1-4-2    +B+0.-A+0.+B-1.+B+1.-C+0.+B+2.-A+1.
2KXD_A  3475  0.69149  1U06_A  d1u06a1  0-7      +B+0.-E+0.-B-4.+B-1.-B-2.+B-3.+E+1.
2KXG_A  5710  0.64598  2O9U_X  d2o9ux1  0-5-1    +B+0.+A+0.-B-1.+B-2.-B-3.+B-4.
2KXJ_A  4171  0.77159  1WM3_A  d1wm3a_  0-5-1    +B+0.-B+1.+C+0.-B-2.+B-3.+B-1.
2KXR_A  377   0.434    1D3B_A  d1d3ba_  0-3+5-0  +B+0.-B-1.+E+0.-E-1.+B-2.-B-3.+E-2.-B+1.
2KXX_A  341   0.48357  1CSE_I  d1csei_  0-4-1    +B+0.-C+0.+B+3.+B+2.-B+1.
2KYC_A  3138  0.43197  1SFU_A  d1sfua_  1-3-1    -A+0.+B+0.-C+0.-B-2.+B-1.
2KYF_A  1407  0.48733  1J7Q_A  d1j7qa_  0-2-2    -A+0.+B+0.+A+1.+B+1.
2KYQ_A  2113  0.69797  1N4N_A  d1n4na_  0-3-1    +B+0.-C+0.+B+2.-B+1.
2KYU_A  3850  0.44123  1VFY_A  d1vfya_  0-3+2-1  +B+0.-B-2.+B-1.-E+0.+E+1.-A+0.
2KYX_A  1063  0.84299  1H6K_X  d1h6kx_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
2KYZ_A  734   0.85845  1FE0_A  d1fe0a_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
2KZ3_A  3682  0.43093  1UTX_A  d1utxa_  0-2-2    +B+0.-C+0.+C-1.+B-1.
2KZ4_A  1494  0.51364  1JJ2_R  d1jj2r_  1-4-1    +B+0.+C+0.-B+1.+A+0.-B+3.+B+2.
2KZ5_A  5114  0.41181  2CS7_A  d2cs7a1  0-2+3-0  +E+0.-E-1.-B+0.+B-1.-B-2.
2KZA_A  449   0.50346  1DL0_A  d1dl0a_  0-2+3-0  +E+0.-B+0.+E+1.-B+2.+B+1.
2KZB_A  1243  0.59455  1IFR_A  d1ifra_  0-4+5-0  +B+0.-B+1.+E+0.-E+1.+B+2.-B+4.+B+3.-E-1.+E-2.
2KZC_A  922   0.51041  1GHH_A  d1ghha_  0-3-2    +B+0.-C+0.+B+1.-B-1.+C-1.
2KZF_A  1538  0.73187  1JOS_A  d1josa_  0-3-1    -C+0.+B+0.-B-1.-B-2.
2KZG_A  2094  0.4118   1MYN_A  d1myna_  0-3-1    +B+0.-C+0.+B+2.-B+1.
2KZI_A  183   0.44181  1BHP_A  d1bhpa_  0-2-2    +B+0.-A+0.+A+1.-B+1.
2KZJ_A  183   0.43788  1BHP_A  d1bhpa_  0-2-2    +B+0.-A+0.+A+1.-B+1.
